hidden,latent,layers,nonlinearity,layertype,memorysize,k,β,anomaliesSeen,f1,rsTrn,rsTst,knnauc,knnprec,knnrecall,ar,i,model,auc,dataset,mpwmutualinf,varOfDists,knn5auc,knn9auc,knn15auc,knnsqrtauc,knn5a3auc,knn5a5auc,knn5a9auc,knn5asqrtauc,pxauc,px2auc,px3auc,px4auc,px5auc,pxvitaauc,aranks,total,acount,Column1,Column2
32,8,3,relu,Dense,128,16,0.1,5,0.274573517,0.101428984,0.24863091,0.78565665,0.995024876,0.189214759,0.01,2,svae,0.779927695,pendigits,0.97457698,32.2259736,0.981882004,0.986821568,0.988003306,0.969572798,0.995068121,0.994750486,0.993886382,0.972969442,0.756392829,0.792275325,0.214751066,0.037717435,0.213232054,0.958455577,"[1428, 1936, 1455, 1849, 1867]",2165,1057,0.958455577,Vita
32,8,3,relu,Dense,128,16,0.1,1,0.057761733,0.100402537,0.299322554,0.676548641,1,0.055818354,0.005,2,svae,0.580107176,pendigits,0.977951806,17.83562587,0.991876402,0.992077913,0.990963629,0.971622055,0.994451636,0.994272326,0.993519224,0.972609114,0.713130445,0.820742924,0.292168592,0.04462514,0.291825342,0.960320401,[2061],2165,1057,0.960320401,Vita
32,8,3,relu,Dense,128,16,0.1,2,0.082437276,0.100402537,0.299322554,0.676548641,1,0.055818354,0.005,2,svae,0.60745793,pendigits,0.977951806,17.83562587,0.991876402,0.992077913,0.990963629,0.971622055,0.994451636,0.994272326,0.993519224,0.972609114,0.713130445,0.820742924,0.292168592,0.04462514,0.291825342,0.960320401,"[2102, 2158]",2165,1057,0.960320401,Vita
32,8,3,relu,Dense,128,16,0.1,3,0.172061329,0.100402537,0.299322554,0.676548641,1,0.055818354,0.005,2,svae,0.642279508,pendigits,0.977951806,17.83562587,0.991876402,0.992077913,0.990963629,0.971622055,0.994451636,0.994272326,0.993519224,0.972609114,0.713130445,0.820742924,0.292168592,0.04462514,0.291825342,0.960320401,"[1932, 2046, 2031]",2165,1057,0.960320401,Vita
32,8,3,relu,Dense,128,16,0.1,4,0.186554622,0.100402537,0.299322554,0.676548641,1,0.055818354,0.005,2,svae,0.650336078,pendigits,0.977951806,17.83562587,0.991876402,0.992077913,0.990963629,0.971622055,0.994451636,0.994272326,0.993519224,0.972609114,0.713130445,0.820742924,0.292168592,0.04462514,0.291825342,0.960320401,"[2042, 1699, 1681, 2157]",2165,1057,0.960320401,Vita
32,8,3,relu,Dense,128,16,0.1,5,0.235198702,0.100402537,0.299322554,0.676548641,1,0.055818354,0.005,2,svae,0.650641759,pendigits,0.977951806,17.83562587,0.991876402,0.992077913,0.990963629,0.971622055,0.994451636,0.994272326,0.993519224,0.972609114,0.713130445,0.820742924,0.292168592,0.04462514,0.291825342,0.960320401,"[1974, 1617, 1600, 1590, 2145]",2165,1057,0.960320401,Vita
32,8,3,relu,Dense,1024,16,0.1,1,0.026119403,0.105369221,0.19584673,0.943662501,0.993865031,0.153263955,0.05,2,svae,0.544383498,pendigits,0.946671323,100.8056771,0.898818774,0.917677918,0.932493195,0.946033662,0.993967499,0.994059715,0.993364676,0.972357227,0.625833792,0.825749089,0.392335436,0.100265891,0.385046057,0.900582843,[2161],2165,1057,0.900582843,Vita
32,8,3,relu,Dense,1024,16,0.1,2,0.040703053,0.105369221,0.19584673,0.943662501,0.993865031,0.153263955,0.05,2,svae,0.545432889,pendigits,0.946671323,100.8056771,0.898818774,0.917677918,0.932493195,0.946033662,0.993967499,0.994059715,0.993364676,0.972357227,0.625833792,0.825749089,0.392335436,0.100265891,0.385046057,0.900582843,"[2129, 2142]",2165,1057,0.900582843,Vita
32,8,3,relu,Dense,1024,16,0.1,3,0.058661778,0.105369221,0.19584673,0.943662501,0.993865031,0.153263955,0.05,2,svae,0.547767761,pendigits,0.946671323,100.8056771,0.898818774,0.917677918,0.932493195,0.946033662,0.993967499,0.994059715,0.993364676,0.972357227,0.625833792,0.825749089,0.392335436,0.100265891,0.385046057,0.900582843,"[2141, 2105, 2163]",2165,1057,0.900582843,Vita
32,8,3,relu,Dense,1024,16,0.1,4,0.095152603,0.105369221,0.19584673,0.943662501,0.993865031,0.153263955,0.05,2,svae,0.594212897,pendigits,0.946671323,100.8056771,0.898818774,0.917677918,0.932493195,0.946033662,0.993967499,0.994059715,0.993364676,0.972357227,0.625833792,0.825749089,0.392335436,0.100265891,0.385046057,0.900582843,"[2122, 2140, 2127, 2010]",2165,1057,0.900582843,Vita
32,8,3,relu,Dense,1024,16,0.1,5,0.086720867,0.105369221,0.19584673,0.943662501,0.993865031,0.153263955,0.05,2,svae,0.656339548,pendigits,0.946671323,100.8056771,0.898818774,0.917677918,0.932493195,0.946033662,0.993967499,0.994059715,0.993364676,0.972357227,0.625833792,0.825749089,0.392335436,0.100265891,0.385046057,0.900582843,"[2151, 2160, 2159, 1991, 1998]",2165,1057,0.900582843,Vita
32,8,3,relu,Dense,1024,16,0.1,1,0.079927339,0.094670389,0.249260476,0.785790279,0.99122807,0.213812677,0.01,2,svae,0.576895819,pendigits,0.96573134,47.7300243,0.984438452,0.988589906,0.988676999,0.969854571,0.995110814,0.994703524,0.993820635,0.972881495,0.745757184,0.831606549,0.225244972,0.052965617,0.224344152,0.954071874,[2126],2165,1057,0.954071874,Vita
32,8,3,relu,Dense,1024,16,0.1,2,0.069406393,0.094670389,0.249260476,0.785790279,0.99122807,0.213812677,0.01,2,svae,0.595969282,pendigits,0.96573134,47.7300243,0.984438452,0.988589906,0.988676999,0.969854571,0.995110814,0.994703524,0.993820635,0.972881495,0.745757184,0.831606549,0.225244972,0.052965617,0.224344152,0.954071874,"[2153, 2078]",2165,1057,0.954071874,Vita
32,8,3,relu,Dense,1024,16,0.1,3,0.105734767,0.094670389,0.249260476,0.785790279,0.99122807,0.213812677,0.01,2,svae,0.632554929,pendigits,0.96573134,47.7300243,0.984438452,0.988589906,0.988676999,0.969854571,0.995110814,0.994703524,0.993820635,0.972881495,0.745757184,0.831606549,0.225244972,0.052965617,0.224344152,0.954071874,"[2101, 2062, 2116]",2165,1057,0.954071874,Vita
32,8,3,relu,Dense,1024,16,0.1,4,0.125886525,0.094670389,0.249260476,0.785790279,0.99122807,0.213812677,0.01,2,svae,0.63752822,pendigits,0.96573134,47.7300243,0.984438452,0.988589906,0.988676999,0.969854571,0.995110814,0.994703524,0.993820635,0.972881495,0.745757184,0.831606549,0.225244972,0.052965617,0.224344152,0.954071874,"[2105, 2160, 2106, 1938]",2165,1057,0.954071874,Vita
32,8,3,relu,Dense,1024,16,0.1,5,0.13239188,0.094670389,0.249260476,0.785790279,0.99122807,0.213812677,0.01,2,svae,0.650967933,pendigits,0.96573134,47.7300243,0.984438452,0.988589906,0.988676999,0.969854571,0.995110814,0.994703524,0.993820635,0.972881495,0.745757184,0.831606549,0.225244972,0.052965617,0.224344152,0.954071874,"[2123, 2146, 2089, 2152, 2125]",2165,1057,0.954071874,Vita
32,8,3,relu,Dense,1024,16,0.1,1,0.031598513,0.102042442,0.271473392,0.677032778,1,0.112582781,0.005,2,svae,0.543867768,pendigits,0.969745242,96.24317932,0.991901164,0.99223673,0.991075484,0.971645963,0.994349173,0.994217679,0.993532032,0.972719262,0.702869643,0.807034247,0.319721711,0.04495729,0.319712318,0.948717336,[2113],2165,1057,0.948717336,Vita
32,8,3,relu,Dense,1024,16,0.1,2,0.062157221,0.102042442,0.271473392,0.677032778,1,0.112582781,0.005,2,svae,0.587130152,pendigits,0.969745242,96.24317932,0.991901164,0.99223673,0.991075484,0.971645963,0.994349173,0.994217679,0.993532032,0.972719262,0.702869643,0.807034247,0.319721711,0.04495729,0.319712318,0.948717336,"[2138, 2122]",2165,1057,0.948717336,Vita
32,8,3,relu,Dense,1024,16,0.1,3,0.103942652,0.102042442,0.271473392,0.677032778,1,0.112582781,0.005,2,svae,0.670997715,pendigits,0.969745242,96.24317932,0.991901164,0.99223673,0.991075484,0.971645963,0.994349173,0.994217679,0.993532032,0.972719262,0.702869643,0.807034247,0.319721711,0.04495729,0.319712318,0.948717336,"[2020, 2075, 2131]",2165,1057,0.948717336,Vita
32,8,3,relu,Dense,1024,16,0.1,4,0.125886525,0.102042442,0.271473392,0.677032778,1,0.112582781,0.005,2,svae,0.657832945,pendigits,0.969745242,96.24317932,0.991901164,0.99223673,0.991075484,0.971645963,0.994349173,0.994217679,0.993532032,0.972719262,0.702869643,0.807034247,0.319721711,0.04495729,0.319712318,0.948717336,"[2158, 1966, 2004, 2114]",2165,1057,0.948717336,Vita
32,8,3,relu,Dense,1024,16,0.1,5,0.214345992,0.102042442,0.271473392,0.677032778,1,0.112582781,0.005,2,svae,0.689300144,pendigits,0.969745242,96.24317932,0.991901164,0.99223673,0.991075484,0.971645963,0.994349173,0.994217679,0.993532032,0.972719262,0.702869643,0.807034247,0.319721711,0.04495729,0.319712318,0.948717336,"[2119, 1826, 2135, 2087, 2096]",2165,1057,0.948717336,Vita
32,8,3,relu,Dense,128,16,0.1,1,0.016744186,0.096658289,0.17779376,0.942247233,1,0.229895932,0.05,3,svae,0.511090324,pendigits,0.948101248,81.68252421,0.900289116,0.922218731,0.936736011,0.948279307,0.991328226,0.991300903,0.990307867,0.971762942,0.667792335,0.786364071,0.340059736,0.079719525,0.339529491,0.889353767,[2161],2165,1057,0.889353767,Vita
32,8,3,relu,Dense,128,16,0.1,2,0.025830258,0.096658289,0.17779376,0.942247233,1,0.229895932,0.05,3,svae,0.502019799,pendigits,0.948101248,81.68252421,0.900289116,0.922218731,0.936736011,0.948279307,0.991328226,0.991300903,0.990307867,0.971762942,0.667792335,0.786364071,0.340059736,0.079719525,0.339529491,0.889353767,"[2165, 2157]",2165,1057,0.889353767,Vita
32,8,3,relu,Dense,128,16,0.1,3,0.077477477,0.096658289,0.17779376,0.942247233,1,0.229895932,0.05,3,svae,0.581187732,pendigits,0.948101248,81.68252421,0.900289116,0.922218731,0.936736011,0.948279307,0.991328226,0.991300903,0.990307867,0.971762942,0.667792335,0.786364071,0.340059736,0.079719525,0.339529491,0.889353767,"[2164, 2152, 1988]",2165,1057,0.889353767,Vita
32,8,3,relu,Dense,128,16,0.1,4,0.085485307,0.096658289,0.17779376,0.942247233,1,0.229895932,0.05,3,svae,0.607679079,pendigits,0.948101248,81.68252421,0.900289116,0.922218731,0.936736011,0.948279307,0.991328226,0.991300903,0.990307867,0.971762942,0.667792335,0.786364071,0.340059736,0.079719525,0.339529491,0.889353767,"[2165, 2138, 1908, 2121]",2165,1057,0.889353767,Vita
32,8,3,relu,Dense,128,16,0.1,5,0.102473498,0.096658289,0.17779376,0.942247233,1,0.229895932,0.05,3,svae,0.655534361,pendigits,0.948101248,81.68252421,0.900289116,0.922218731,0.936736011,0.948279307,0.991328226,0.991300903,0.990307867,0.971762942,0.667792335,0.786364071,0.340059736,0.079719525,0.339529491,0.889353767,"[2165, 2115, 1860, 2122, 1871]",2165,1057,0.889353767,Vita
32,8,3,relu,Dense,128,16,0.1,1,0.018744142,0.094507888,0.260351874,0.738446885,0.988023952,0.156102176,0.01,3,svae,0.561420084,pendigits,0.970262418,9.106736038,0.975151047,0.981599377,0.983032149,0.968461076,0.990808227,0.990982414,0.990085864,0.971842351,0.726084313,0.835789596,0.262068418,0.05203662,0.260514398,0.954601266,[2164],2165,1057,0.954601266,Vita
32,8,3,relu,Dense,128,16,0.1,2,0.060550459,0.094507888,0.260351874,0.738446885,0.988023952,0.156102176,0.01,3,svae,0.586700235,pendigits,0.970262418,9.106736038,0.975151047,0.981599377,0.983032149,0.968461076,0.990808227,0.990982414,0.990085864,0.971842351,0.726084313,0.835789596,0.262068418,0.05203662,0.260514398,0.954601266,"[2045, 2114]",2165,1057,0.954601266,Vita
32,8,3,relu,Dense,128,16,0.1,3,0.137630662,0.094507888,0.260351874,0.738446885,0.988023952,0.156102176,0.01,3,svae,0.688687502,pendigits,0.970262418,9.106736038,0.975151047,0.981599377,0.983032149,0.968461076,0.990808227,0.990982414,0.990085864,0.971842351,0.726084313,0.835789596,0.262068418,0.05203662,0.260514398,0.954601266,"[2135, 2128, 2087]",2165,1057,0.954601266,Vita
32,8,3,relu,Dense,128,16,0.1,4,0.160621762,0.094507888,0.260351874,0.738446885,0.988023952,0.156102176,0.01,3,svae,0.738038314,pendigits,0.970262418,9.106736038,0.975151047,0.981599377,0.983032149,0.968461076,0.990808227,0.990982414,0.990085864,0.971842351,0.726084313,0.835789596,0.262068418,0.05203662,0.260514398,0.954601266,"[2153, 1928, 1891, 2151]",2165,1057,0.954601266,Vita
32,8,3,relu,Dense,128,16,0.1,5,0.186757216,0.094507888,0.260351874,0.738446885,0.988023952,0.156102176,0.01,3,svae,0.830630591,pendigits,0.970262418,9.106736038,0.975151047,0.981599377,0.983032149,0.968461076,0.990808227,0.990982414,0.990085864,0.971842351,0.726084313,0.835789596,0.262068418,0.05203662,0.260514398,0.954601266,"[2161, 1894, 1871, 2129, 1182]",2165,1057,0.954601266,Vita
32,8,3,relu,Dense,128,16,0.1,1,0.020599251,0.095485654,0.286160992,0.711717739,1,0.149479659,0.005,3,svae,0.577122518,pendigits,0.974866617,36.71942305,0.986421963,0.988002452,0.986994901,0.970968001,0.991197586,0.991247964,0.990307013,0.972078015,0.765306244,0.822776812,0.216287156,0.033969002,0.214950869,0.969980088,[2109],2165,1057,0.969980088,Vita
32,8,3,relu,Dense,128,16,0.1,2,0.086720867,0.095485654,0.286160992,0.711717739,1,0.149479659,0.005,3,svae,0.5917619,pendigits,0.974866617,36.71942305,0.986421963,0.988002452,0.986994901,0.970968001,0.991197586,0.991247964,0.990307013,0.972078015,0.765306244,0.822776812,0.216287156,0.033969002,0.214950869,0.969980088,"[2163, 2138]",2165,1057,0.969980088,Vita
32,8,3,relu,Dense,128,16,0.1,3,0.100178891,0.095485654,0.286160992,0.711717739,1,0.149479659,0.005,3,svae,0.725027238,pendigits,0.974866617,36.71942305,0.986421963,0.988002452,0.986994901,0.970968001,0.991197586,0.991247964,0.990307013,0.972078015,0.765306244,0.822776812,0.216287156,0.033969002,0.214950869,0.969980088,"[2163, 2151, 2003]",2165,1057,0.969980088,Vita
32,8,3,relu,Dense,128,16,0.1,4,0.155440415,0.095485654,0.286160992,0.711717739,1,0.149479659,0.005,3,svae,0.730221251,pendigits,0.974866617,36.71942305,0.986421963,0.988002452,0.986994901,0.970968001,0.991197586,0.991247964,0.990307013,0.972078015,0.765306244,0.822776812,0.216287156,0.033969002,0.214950869,0.969980088,"[1932, 2009, 1984, 2135]",2165,1057,0.969980088,Vita
32,8,3,relu,Dense,128,16,0.1,5,0.199661591,0.095485654,0.286160992,0.711717739,1,0.149479659,0.005,3,svae,0.733406993,pendigits,0.974866617,36.71942305,0.986421963,0.988002452,0.986994901,0.970968001,0.991197586,0.991247964,0.990307013,0.972078015,0.765306244,0.822776812,0.216287156,0.033969002,0.214950869,0.969980088,"[1852, 1769, 1881, 2136, 1913]",2165,1057,0.969980088,Vita
32,8,3,relu,Dense,1024,16,0.1,1,0.031598513,0.105092343,0.206131586,0.927122433,0.984962406,0.247871334,0.05,3,svae,0.530574492,pendigits,0.963049082,96.88497158,0.89343862,0.91307392,0.927827719,0.945158459,0.991286387,0.991290656,0.990255781,0.97176465,0.717919731,0.761136006,0.263921288,0.060401006,0.264478857,0.925465096,[2156],2165,1057,0.925465096,Vita
32,8,3,relu,Dense,1024,16,0.1,2,0.040703053,0.105092343,0.206131586,0.927122433,0.984962406,0.247871334,0.05,3,svae,0.573419766,pendigits,0.963049082,96.88497158,0.89343862,0.91307392,0.927827719,0.945158459,0.991286387,0.991290656,0.990255781,0.97176465,0.717919731,0.761136006,0.263921288,0.060401006,0.264478857,0.925465096,"[2136, 2126]",2165,1057,0.925465096,Vita
32,8,3,relu,Dense,1024,16,0.1,3,0.046082949,0.105092343,0.206131586,0.927122433,0.984962406,0.247871334,0.05,3,svae,0.567520467,pendigits,0.963049082,96.88497158,0.89343862,0.91307392,0.927827719,0.945158459,0.991286387,0.991290656,0.990255781,0.97176465,0.717919731,0.761136006,0.263921288,0.060401006,0.264478857,0.925465096,"[2125, 2108, 2128]",2165,1057,0.925465096,Vita
32,8,3,relu,Dense,1024,16,0.1,4,0.040515654,0.105092343,0.206131586,0.927122433,0.984962406,0.247871334,0.05,3,svae,0.565206514,pendigits,0.963049082,96.88497158,0.89343862,0.91307392,0.927827719,0.945158459,0.991286387,0.991290656,0.990255781,0.97176465,0.717919731,0.761136006,0.263921288,0.060401006,0.264478857,0.925465096,"[2060, 2035, 2101, 2135]",2165,1057,0.925465096,Vita
32,8,3,relu,Dense,1024,16,0.1,5,0.056828598,0.105092343,0.206131586,0.927122433,0.984962406,0.247871334,0.05,3,svae,0.577199365,pendigits,0.963049082,96.88497158,0.89343862,0.91307392,0.927827719,0.945158459,0.991286387,0.991290656,0.990255781,0.97176465,0.717919731,0.761136006,0.263921288,0.060401006,0.264478857,0.925465096,"[2053, 2041, 2131, 2142, 1985]",2165,1057,0.925465096,Vita
32,8,3,relu,Dense,1024,16,0.1,1,0.031627907,0.096970902,0.242907125,0.795276633,0.991111111,0.210974456,0.01,3,svae,0.560284881,pendigits,0.955308069,15.94678589,0.972283795,0.978814949,0.980851398,0.967106859,0.988974142,0.989959493,0.989425832,0.971421399,0.718679664,0.817939711,0.281550878,0.054363381,0.286358948,0.940484444,[2155],2165,1057,0.940484444,Vita
32,8,3,relu,Dense,1024,16,0.1,2,0.055197792,0.096970902,0.242907125,0.795276633,0.991111111,0.210974456,0.01,3,svae,0.621600368,pendigits,0.955308069,15.94678589,0.972283795,0.978814949,0.980851398,0.967106859,0.988974142,0.989959493,0.989425832,0.971421399,0.718679664,0.817939711,0.281550878,0.054363381,0.286358948,0.940484444,"[2138, 2110]",2165,1057,0.940484444,Vita
32,8,3,relu,Dense,1024,16,0.1,3,0.119111111,0.096970902,0.242907125,0.795276633,0.991111111,0.210974456,0.01,3,svae,0.659129954,pendigits,0.955308069,15.94678589,0.972283795,0.978814949,0.980851398,0.967106859,0.988974142,0.989959493,0.989425832,0.971421399,0.718679664,0.817939711,0.281550878,0.054363381,0.286358948,0.940484444,"[2134, 2042, 2103]",2165,1057,0.940484444,Vita
32,8,3,relu,Dense,1024,16,0.1,4,0.12244898,0.096970902,0.242907125,0.795276633,0.991111111,0.210974456,0.01,3,svae,0.672671275,pendigits,0.955308069,15.94678589,0.972283795,0.978814949,0.980851398,0.967106859,0.988974142,0.989959493,0.989425832,0.971421399,0.718679664,0.817939711,0.281550878,0.054363381,0.286358948,0.940484444,"[2126, 0, 2070, 1863]",2165,1057,0.940484444,Vita
32,8,3,relu,Dense,1024,16,0.1,5,0.148731409,0.096970902,0.242907125,0.795276633,0.991111111,0.210974456,0.01,3,svae,0.706314103,pendigits,0.955308069,15.94678589,0.972283795,0.978814949,0.980851398,0.967106859,0.988974142,0.989959493,0.989425832,0.971421399,0.718679664,0.817939711,0.281550878,0.054363381,0.286358948,0.940484444,"[2163, 1934, 2104, 1934, 1977]",2165,1057,0.940484444,Vita
32,8,3,relu,Dense,1024,16,0.1,1,0.016885553,0.10225223,0.28188443,0.676425685,1,0.075685904,0.005,3,svae,0.536635598,pendigits,0.996981082,54.0584735,0.987290335,0.988017822,0.986770336,0.970730629,0.990967898,0.991078046,0.990113187,0.971860282,0.715008077,0.842979074,0.275475684,0.055562197,0.271151751,0.957018536,[2165],2165,1057,0.957018536,Vita
32,8,3,relu,Dense,1024,16,0.1,2,0.018744142,0.10225223,0.28188443,0.676425685,1,0.075685904,0.005,3,svae,0.557533326,pendigits,0.996981082,54.0584735,0.987290335,0.988017822,0.986770336,0.970730629,0.990967898,0.991078046,0.990113187,0.971860282,0.715008077,0.842979074,0.275475684,0.055562197,0.271151751,0.957018536,"[2161, 2149]",2165,1057,0.957018536,Vita
32,8,3,relu,Dense,1024,16,0.1,3,0.062271062,0.10225223,0.28188443,0.676425685,1,0.075685904,0.005,3,svae,0.592764329,pendigits,0.996981082,54.0584735,0.987290335,0.988017822,0.986770336,0.970730629,0.990967898,0.991078046,0.990113187,0.971860282,0.715008077,0.842979074,0.275475684,0.055562197,0.271151751,0.957018536,"[2162, 2112, 2163]",2165,1057,0.957018536,Vita
32,8,3,relu,Dense,1024,16,0.1,4,0.09352518,0.10225223,0.28188443,0.676425685,1,0.075685904,0.005,3,svae,0.623082664,pendigits,0.996981082,54.0584735,0.987290335,0.988017822,0.986770336,0.970730629,0.990967898,0.991078046,0.990113187,0.971860282,0.715008077,0.842979074,0.275475684,0.055562197,0.271151751,0.957018536,"[2083, 2109, 2148, 2102]",2165,1057,0.957018536,Vita
32,8,3,relu,Dense,1024,16,0.1,5,0.145614035,0.10225223,0.28188443,0.676425685,1,0.075685904,0.005,3,svae,0.687518998,pendigits,0.996981082,54.0584735,0.987290335,0.988017822,0.986770336,0.970730629,0.990967898,0.991078046,0.990113187,0.971860282,0.715008077,0.842979074,0.275475684,0.055562197,0.271151751,0.957018536,"[2116, 2097, 2117, 2047, 1779]",2165,1057,0.957018536,Vita
32,8,3,relu,Dense,128,16,0.1,1,0.072926162,0.108221877,0.217344229,0.924781583,0.994791667,0.180700095,0.05,4,svae,0.581552329,pendigits,0.960052202,22.91170019,0.902431444,0.916614866,0.92780808,0.942842798,0.99432868,0.994061423,0.99292067,0.971598147,0.665593653,0.853852091,0.35256789,0.063848881,0.348936435,0.90723866,[1994],2165,1057,0.90723866,Vita
32,8,3,relu,Dense,128,16,0.1,2,0.085144928,0.108221877,0.217344229,0.924781583,0.994791667,0.180700095,0.05,4,svae,0.728605754,pendigits,0.960052202,22.91170019,0.902431444,0.916614866,0.92780808,0.942842798,0.99432868,0.994061423,0.99292067,0.971598147,0.665593653,0.853852091,0.35256789,0.063848881,0.348936435,0.90723866,"[1989, 2165]",2165,1057,0.90723866,Vita
32,8,3,relu,Dense,128,16,0.1,3,0.15371179,0.108221877,0.217344229,0.924781583,0.994791667,0.180700095,0.05,4,svae,0.801654946,pendigits,0.960052202,22.91170019,0.902431444,0.916614866,0.92780808,0.942842798,0.99432868,0.994061423,0.99292067,0.971598147,0.665593653,0.853852091,0.35256789,0.063848881,0.348936435,0.90723866,"[1539, 2137, 2083]",2165,1057,0.90723866,Vita
32,8,3,relu,Dense,128,16,0.1,4,0.178847807,0.108221877,0.217344229,0.924781583,0.994791667,0.180700095,0.05,4,svae,0.826976082,pendigits,0.960052202,22.91170019,0.902431444,0.916614866,0.92780808,0.942842798,0.99432868,0.994061423,0.99292067,0.971598147,0.665593653,0.853852091,0.35256789,0.063848881,0.348936435,0.90723866,"[2044, 2135, 1607, 2111]",2165,1057,0.90723866,Vita
32,8,3,relu,Dense,128,16,0.1,5,0.210878661,0.108221877,0.217344229,0.924781583,0.994791667,0.180700095,0.05,4,svae,0.830988357,pendigits,0.960052202,22.91170019,0.902431444,0.916614866,0.92780808,0.942842798,0.99432868,0.994061423,0.99292067,0.971598147,0.665593653,0.853852091,0.35256789,0.063848881,0.348936435,0.90723866,"[1854, 2155, 1626, 1962, 1994]",2165,1057,0.90723866,Vita
32,8,3,relu,Dense,128,16,0.1,1,0.02054155,0.097691273,0.250140314,0.777927108,0.994974874,0.187322611,0.01,4,svae,0.540454901,pendigits,0.96515284,31.15692064,0.981336389,0.985747415,0.986010403,0.968046955,0.994229633,0.993933344,0.992755875,0.971791119,0.756416737,0.767866962,0.237076871,0.059836606,0.239383993,0.942130681,[2165],2165,1057,0.942130681,Vita
32,8,3,relu,Dense,128,16,0.1,2,0.063985375,0.097691273,0.250140314,0.777927108,0.994974874,0.187322611,0.01,4,svae,0.579498376,pendigits,0.96515284,31.15692064,0.981336389,0.985747415,0.986010403,0.968046955,0.994229633,0.993933344,0.992755875,0.971791119,0.756416737,0.767866962,0.237076871,0.059836606,0.239383993,0.942130681,"[2165, 2163]",2165,1057,0.942130681,Vita
32,8,3,relu,Dense,128,16,0.1,3,0.148212729,0.097691273,0.250140314,0.777927108,0.994974874,0.187322611,0.01,4,svae,0.716404561,pendigits,0.96515284,31.15692064,0.981336389,0.985747415,0.986010403,0.968046955,0.994229633,0.993933344,0.992755875,0.971791119,0.756416737,0.767866962,0.237076871,0.059836606,0.239383993,0.942130681,"[2066, 2020, 1773]",2165,1057,0.942130681,Vita
32,8,3,relu,Dense,128,16,0.1,4,0.17383821,0.097691273,0.250140314,0.777927108,0.994974874,0.187322611,0.01,4,svae,0.681242294,pendigits,0.96515284,31.15692064,0.981336389,0.985747415,0.986010403,0.968046955,0.994229633,0.993933344,0.992755875,0.971791119,0.756416737,0.767866962,0.237076871,0.059836606,0.239383993,0.942130681,"[1774, 2102, 1676, 2158]",2165,1057,0.942130681,Vita
32,8,3,relu,Dense,128,16,0.1,5,0.184457728,0.097691273,0.250140314,0.777927108,0.994974874,0.187322611,0.01,4,svae,0.674379844,pendigits,0.96515284,31.15692064,0.981336389,0.985747415,0.986010403,0.968046955,0.994229633,0.993933344,0.992755875,0.971791119,0.756416737,0.767866962,0.237076871,0.059836606,0.239383993,0.942130681,"[1718, 2049, 1707, 2027, 1718]",2165,1057,0.942130681,Vita
32,8,3,relu,Dense,128,16,0.1,1,0.079927339,0.093610465,0.267554126,0.716847286,1,0.135288553,0.005,4,svae,0.632156604,pendigits,0.973256572,35.23916199,0.988751285,0.989642712,0.988622353,0.969809317,0.992561196,0.993007763,0.992176106,0.971375291,0.741017422,0.788054708,0.252994477,0.038476514,0.254528859,0.962111794,[2162],2165,1057,0.962111794,Vita
32,8,3,relu,Dense,128,16,0.1,2,0.10044843,0.093610465,0.267554126,0.716847286,1,0.135288553,0.005,4,svae,0.619838006,pendigits,0.973256572,35.23916199,0.988751285,0.989642712,0.988622353,0.969809317,0.992561196,0.993007763,0.992176106,0.971375291,0.741017422,0.788054708,0.252994477,0.038476514,0.254528859,0.962111794,"[2107, 2159]",2165,1057,0.962111794,Vita
32,8,3,relu,Dense,128,16,0.1,3,0.187873612,0.093610465,0.267554126,0.716847286,1,0.135288553,0.005,4,svae,0.626787977,pendigits,0.973256572,35.23916199,0.988751285,0.989642712,0.988622353,0.969809317,0.992561196,0.993007763,0.992176106,0.971375291,0.741017422,0.788054708,0.252994477,0.038476514,0.254528859,0.962111794,"[2138, 2018, 2080]",2165,1057,0.962111794,Vita
32,8,3,relu,Dense,128,16,0.1,4,0.195080577,0.093610465,0.267554126,0.716847286,1,0.135288553,0.005,4,svae,0.638278334,pendigits,0.973256572,35.23916199,0.988751285,0.989642712,0.988622353,0.969809317,0.992561196,0.993007763,0.992176106,0.971375291,0.741017422,0.788054708,0.252994477,0.038476514,0.254528859,0.962111794,"[2075, 2075, 2108, 1913]",2165,1057,0.962111794,Vita
32,8,3,relu,Dense,128,16,0.1,5,0.219614417,0.093610465,0.267554126,0.716847286,1,0.135288553,0.005,4,svae,0.713415634,pendigits,0.973256572,35.23916199,0.988751285,0.989642712,0.988622353,0.969809317,0.992561196,0.993007763,0.992176106,0.971375291,0.741017422,0.788054708,0.252994477,0.038476514,0.254528859,0.962111794,"[2100, 1978, 2111, 1871, 1566]",2165,1057,0.962111794,Vita
32,8,3,relu,Dense,1024,16,0.1,1,0.007540057,0.112905392,0.221910026,0.91873414,0.986486486,0.207190161,0.05,4,svae,0.513925557,pendigits,0.971843699,46.51029394,0.907036296,0.921323035,0.932112374,0.943714586,0.995156922,0.994554099,0.993229766,0.971865405,0.66452377,0.815234691,0.344521994,0.0784191,0.343029451,0.917715488,[2158],2165,1057,0.917715488,Vita
