hidden,latent,layers,nonlinearity,layertype,β,method,anomaliesSeen,auc,i,model,dataset
32,3,3,relu,Dense,1.0,wass,0,0.6359375391633457,1,svae,yeast CYT-NUC
32,3,3,relu,Dense,0.1,m1,0,0.6336065368323432,1,svae,yeast CYT-NUC
32,3,3,relu,Dense,0.01,wass,0,0.783724340175953,1,svae,yeast CYT-ME1
32,3,3,relu,Dense,0.5,m1,0,0.7781036168132942,1,svae,yeast CYT-ME1
32,3,3,relu,Dense,0.1,wass,0,0.4288786482334869,1,svae,yeast CYT-EXC
32,3,3,relu,Dense,0.5,m1,0,0.5560675883256528,1,svae,yeast CYT-EXC
32,3,3,relu,Dense,10.0,wass,0,0.5779042799915665,1,svae,yeast CYT-ME2
32,3,3,relu,Dense,0.1,m1,0,0.6481130086443179,1,svae,yeast CYT-ME2
32,3,3,relu,Dense,0.01,wass,0,0.8493304307672009,1,svae,yeast CYT-ME3
32,3,3,relu,Dense,0.01,m1,0,0.8819842997559206,1,svae,yeast CYT-ME3
32,3,3,relu,Dense,0.01,wass,0,0.42329749103942654,1,svae,yeast CYT-VAC
32,3,3,relu,Dense,0.01,m1,0,0.42473118279569894,1,svae,yeast CYT-VAC
32,3,3,relu,Dense,10.0,wass,0,0.7817204301075269,1,svae,yeast CYT-POX
32,3,3,relu,Dense,1.0,m1,0,0.7973118279569893,1,svae,yeast CYT-POX
32,3,3,relu,Dense,-1.0,wass,0,1.0,1,svae,yeast CYT-ERL
32,3,3,relu,Dense,-1.0,m1,0,1.0,1,svae,yeast CYT-ERL
32,3,3,relu,Dense,10.0,wass,0,0.8903954802259888,1,svae,wine 2-1
32,3,3,relu,Dense,0.01,m1,0,0.8836158192090396,1,svae,wine 2-1
