hidden,latent,layers,nonlinearity,layertype,memorysize,k,β,anomaliesSeen,f1,auc,rsTrn,rsTst,knnauc,knnprec,knnrecall,ar,i,model,dataset,Column1,mean auc,std auc,mean knnauc,std auc2
32,8,3,relu,Dense,128,32,0.1,4,0,0.8865,0.085313678,0.166232397,0.6135,NaN,0,0.01,1,svae,pima-indians,Better,,,,
32,8,3,relu,Dense,128,32,0.1,4,0,0.811,0.084541711,0.120509749,0.55875,NaN,0,0.01,1,svae,pima-indians,Better,,,,
32,8,3,relu,Dense,128,32,0.1,4,0.32,0.80775,0.083546852,0.131387975,0.575,1,0.05,0.01,1,svae,pima-indians,Better,,,,
32,8,3,relu,Dense,128,32,0.1,4,0,0.83575,0.101460895,0.190352451,0.485,NaN,0,0.01,1,svae,pima-indians,Better,,,,
32,8,3,relu,Dense,128,32,0.1,1,0.095238095,0.698,0.106544417,0.175048621,0.657,0.75,0.15,0.05,1,svae,pima-indians,Better,0.680225,0.111701577,0.748975,0.070746756
32,8,3,relu,Dense,128,32,0.1,1,0.090909091,0.794,0.096813016,0.143416518,0.72675,1,0.1,0.05,1,svae,pima-indians,Better,,,,
32,8,3,relu,Dense,128,32,0.1,1,0,0.80575,0.097874541,0.161666663,0.9005,1,0.1,0.05,1,svae,pima-indians,Worse,,,,
32,8,3,relu,Dense,128,32,0.1,1,0.095238095,0.75475,0.090069351,0.12198251,0.74025,0.5,0.1,0.05,1,svae,pima-indians,Better,,,,
32,8,3,relu,Dense,128,32,0.1,1,0,0.564,0.083535263,0.12661891,0.784,1,0.2,0.05,1,svae,pima-indians,Worse,,,,
32,8,3,relu,Dense,128,32,0.1,1,0,0.5805,0.10235605,0.136199965,0.7725,0.75,0.3,0.05,1,svae,pima-indians,Worse,,,,
32,8,3,relu,Dense,128,32,0.1,1,0,0.81575,0.101890314,0.156069048,0.645,0.571428571,0.2,0.05,1,svae,pima-indians,Better,,,,
32,8,3,relu,Dense,128,32,0.1,1,0,0.5835,0.097378919,0.127561242,0.76425,1,0.1,0.05,1,svae,pima-indians,Worse,,,,
32,8,3,relu,Dense,128,32,0.1,1,0,0.5175,0.102043334,0.142761982,0.739,1,0.2,0.05,1,svae,pima-indians,Worse,,,,
32,8,3,relu,Dense,128,32,0.1,1,0,0.6885,0.101172438,0.158703662,0.7605,0.666666667,0.2,0.05,1,svae,pima-indians,Worse,,,,
32,8,3,relu,Dense,128,32,0.1,2,0.095238095,0.784,0.106544417,0.175048621,0.657,0.75,0.15,0.05,1,svae,pima-indians,Better,0.740625,0.099322165,0.748975,0.070746756
32,8,3,relu,Dense,128,32,0.1,2,0.16,0.74725,0.096813016,0.143416518,0.72675,1,0.1,0.05,1,svae,pima-indians,Better,,,,
32,8,3,relu,Dense,128,32,0.1,2,0.090909091,0.83875,0.097874541,0.161666663,0.9005,1,0.1,0.05,1,svae,pima-indians,Worse,,,,
32,8,3,relu,Dense,128,32,0.1,2,0.25,0.785,0.090069351,0.12198251,0.74025,0.5,0.1,0.05,1,svae,pima-indians,Better,,,,
32,8,3,relu,Dense,128,32,0.1,2,0,0.7245,0.083535263,0.12661891,0.784,1,0.2,0.05,1,svae,pima-indians,Worse,,,,
32,8,3,relu,Dense,128,32,0.1,2,0,0.667,0.10235605,0.136199965,0.7725,0.75,0.3,0.05,1,svae,pima-indians,Worse,,,,
32,8,3,relu,Dense,128,32,0.1,2,0.083333333,0.871,0.101890314,0.156069048,0.645,0.571428571,0.2,0.05,1,svae,pima-indians,Better,,,,
32,8,3,relu,Dense,128,32,0.1,2,0,0.58775,0.097378919,0.127561242,0.76425,1,0.1,0.05,1,svae,pima-indians,Worse,,,,
32,8,3,relu,Dense,128,32,0.1,2,0,0.5865,0.102043334,0.142761982,0.739,1,0.2,0.05,1,svae,pima-indians,Worse,,,,
32,8,3,relu,Dense,128,32,0.1,2,0.307692308,0.8145,0.101172438,0.158703662,0.7605,0.666666667,0.2,0.05,1,svae,pima-indians,Better,,,,
32,8,3,relu,Dense,128,32,0.1,3,0.095238095,0.884,0.106544417,0.175048621,0.657,0.75,0.15,0.05,1,svae,pima-indians,Better,0.804275,0.046106828,0.748975,0.070746756
32,8,3,relu,Dense,128,32,0.1,3,0.296296296,0.73925,0.096813016,0.143416518,0.72675,1,0.1,0.05,1,svae,pima-indians,Better,,,,
32,8,3,relu,Dense,128,32,0.1,3,0.090909091,0.8455,0.097874541,0.161666663,0.9005,1,0.1,0.05,1,svae,pima-indians,Worse,,,,
32,8,3,relu,Dense,128,32,0.1,3,0.333333333,0.804,0.090069351,0.12198251,0.74025,0.5,0.1,0.05,1,svae,pima-indians,Better,,,,
32,8,3,relu,Dense,128,32,0.1,3,0.181818182,0.83,0.083535263,0.12661891,0.784,1,0.2,0.05,1,svae,pima-indians,Better,,,,
32,8,3,relu,Dense,128,32,0.1,3,0,0.7685,0.10235605,0.136199965,0.7725,0.75,0.3,0.05,1,svae,pima-indians,Worse,,,,
32,8,3,relu,Dense,128,32,0.1,3,0.222222222,0.829,0.101890314,0.156069048,0.645,0.571428571,0.2,0.05,1,svae,pima-indians,Better,,,,
32,8,3,relu,Dense,128,32,0.1,3,0.166666667,0.795,0.097378919,0.127561242,0.76425,1,0.1,0.05,1,svae,pima-indians,Better,,,,
32,8,3,relu,Dense,128,32,0.1,3,0.260869565,0.7395,0.102043334,0.142761982,0.739,1,0.2,0.05,1,svae,pima-indians,Better,,,,
32,8,3,relu,Dense,128,32,0.1,3,0.275862069,0.808,0.101172438,0.158703662,0.7605,0.666666667,0.2,0.05,1,svae,pima-indians,Better,,,,
32,8,3,relu,Dense,128,32,0.1,4,0.090909091,0.83875,0.106544417,0.175048621,0.657,0.75,0.15,0.05,1,svae,pima-indians,Better,0.83105,0.053942459,0.748975,0.070746756
32,8,3,relu,Dense,128,32,0.1,4,0.230769231,0.7615,0.096813016,0.143416518,0.72675,1,0.1,0.05,1,svae,pima-indians,Better,,,,
32,8,3,relu,Dense,128,32,0.1,4,0,0.884,0.097874541,0.161666663,0.9005,1,0.1,0.05,1,svae,pima-indians,Worse,,,,
32,8,3,relu,Dense,128,32,0.1,4,0.181818182,0.823,0.090069351,0.12198251,0.74025,0.5,0.1,0.05,1,svae,pima-indians,Better,,,,
32,8,3,relu,Dense,128,32,0.1,4,0.173913043,0.9115,0.083535263,0.12661891,0.784,1,0.2,0.05,1,svae,pima-indians,Better,,,,
32,8,3,relu,Dense,128,32,0.1,4,0.090909091,0.74,0.10235605,0.136199965,0.7725,0.75,0.3,0.05,1,svae,pima-indians,Worse,,,,
32,8,3,relu,Dense,128,32,0.1,4,0.275862069,0.8065,0.101890314,0.156069048,0.645,0.571428571,0.2,0.05,1,svae,pima-indians,Better,,,,
32,8,3,relu,Dense,128,32,0.1,4,0.25,0.85075,0.097378919,0.127561242,0.76425,1,0.1,0.05,1,svae,pima-indians,Better,,,,
32,8,3,relu,Dense,128,32,0.1,4,0.181818182,0.8145,0.102043334,0.142761982,0.739,1,0.2,0.05,1,svae,pima-indians,Better,,,,
32,8,3,relu,Dense,128,32,0.1,4,0.466666667,0.88,0.101172438,0.158703662,0.7605,0.666666667,0.2,0.05,1,svae,pima-indians,Better,,,,
32,8,3,relu,Dense,128,32,0.1,5,0.086956522,0.857,0.106544417,0.175048621,0.657,0.75,0.15,0.05,1,svae,pima-indians,Better,0.861175,0.040855105,0.748975,0.070746756
32,8,3,relu,Dense,128,32,0.1,5,0.357142857,0.7725,0.096813016,0.143416518,0.72675,1,0.1,0.05,1,svae,pima-indians,Better,,,,
32,8,3,relu,Dense,128,32,0.1,5,0.166666667,0.9105,0.097874541,0.161666663,0.9005,1,0.1,0.05,1,svae,pima-indians,Better,,,,
32,8,3,relu,Dense,128,32,0.1,5,0.166666667,0.843,0.090069351,0.12198251,0.74025,0.5,0.1,0.05,1,svae,pima-indians,Better,,,,
32,8,3,relu,Dense,128,32,0.1,5,0.166666667,0.8715,0.083535263,0.12661891,0.784,1,0.2,0.05,1,svae,pima-indians,Better,,,,
32,8,3,relu,Dense,128,32,0.1,5,0.090909091,0.82675,0.10235605,0.136199965,0.7725,0.75,0.3,0.05,1,svae,pima-indians,Better,,,,
32,8,3,relu,Dense,128,32,0.1,5,0.529411765,0.887,0.101890314,0.156069048,0.645,0.571428571,0.2,0.05,1,svae,pima-indians,Better,,,,
32,8,3,relu,Dense,128,32,0.1,5,0.181818182,0.8585,0.097378919,0.127561242,0.76425,1,0.1,0.05,1,svae,pima-indians,Better,,,,
32,8,3,relu,Dense,128,32,0.1,5,0.260869565,0.9075,0.102043334,0.142761982,0.739,1,0.2,0.05,1,svae,pima-indians,Better,,,,
32,8,3,relu,Dense,128,32,0.1,5,0.516129032,0.8775,0.101172438,0.158703662,0.7605,0.666666667,0.2,0.05,1,svae,pima-indians,Better,,,,
32,8,3,relu,Dense,32,16,0.1,1,0.268041237,0.945860101,0.083915246,0.13407578,0.802186127,1,0.119047619,0.005,1,svae,statlog-satimage,Better,0.899401174,0.062628477,0.773377928,0.030209462
32,8,3,relu,Dense,32,16,0.1,1,0.225303293,0.868076252,0.089387226,0.151807583,0.765243835,1,0.166666667,0.005,1,svae,statlog-satimage,Better,,,,
32,8,3,relu,Dense,32,16,0.1,1,0.031189084,0.757094841,0.079941952,0.169803762,0.716923858,1,0.097222222,0.005,1,svae,statlog-satimage,Better,,,,
32,8,3,relu,Dense,32,16,0.1,1,0.466666667,0.951749012,0.086181366,0.143496044,0.807100912,0.968085106,0.180555556,0.005,1,svae,statlog-satimage,Better,,,,
32,8,3,relu,Dense,32,16,0.1,1,0.347540984,0.93350553,0.088625524,0.143829134,0.785714286,1,0.146825397,0.005,1,svae,statlog-satimage,Better,,,,
32,8,3,relu,Dense,32,16,0.1,1,0.153846154,0.958807978,0.08447003,0.147191466,0.762198656,0.98989899,0.194444444,0.005,1,svae,statlog-satimage,Better,,,,
32,8,3,relu,Dense,32,16,0.1,1,0.145132743,0.845098737,0.079765144,0.159442088,0.779056836,0.991304348,0.226190476,0.005,1,svae,statlog-satimage,Better,,,,
32,8,3,relu,Dense,32,16,0.1,1,0.250428816,0.938367883,0.072442846,0.124109105,0.793901914,0.98989899,0.194444444,0.005,1,svae,statlog-satimage,Better,,,,
32,8,3,relu,Dense,32,16,0.1,1,0.154954955,0.89617414,0.083102436,0.133797534,0.791890191,1,0.21031746,0.005,1,svae,statlog-satimage,Better,,,,
32,8,3,relu,Dense,32,16,0.1,1,0.153005464,0.89927727,0.084009089,0.177334923,0.729562664,0.984126984,0.123015873,0.005,1,svae,statlog-satimage,Better,,,,
32,8,3,relu,Dense,32,16,0.1,2,0.366288493,0.956345067,0.083915246,0.13407578,0.802186127,1,0.119047619,0.005,1,svae,statlog-satimage,Better,0.948016011,0.020235129,0.773377928,0.030209462
32,8,3,relu,Dense,32,16,0.1,2,0.234265734,0.922903283,0.089387226,0.151807583,0.765243835,1,0.166666667,0.005,1,svae,statlog-satimage,Better,,,,
32,8,3,relu,Dense,32,16,0.1,2,0.271356784,0.92266596,0.079941952,0.169803762,0.716923858,1,0.097222222,0.005,1,svae,statlog-satimage,Better,,,,
32,8,3,relu,Dense,32,16,0.1,2,0.637096774,0.968127028,0.086181366,0.143496044,0.807100912,0.968085106,0.180555556,0.005,1,svae,statlog-satimage,Better,,,,
32,8,3,relu,Dense,32,16,0.1,2,0.511078287,0.961255712,0.088625524,0.143829134,0.785714286,1,0.146825397,0.005,1,svae,statlog-satimage,Better,,,,
32,8,3,relu,Dense,32,16,0.1,2,0.383386581,0.9614613,0.08447003,0.147191466,0.762198656,0.98989899,0.194444444,0.005,1,svae,statlog-satimage,Better,,,,
32,8,3,relu,Dense,32,16,0.1,2,0.25,0.921476588,0.079765144,0.159442088,0.779056836,0.991304348,0.226190476,0.005,1,svae,statlog-satimage,Better,,,,
32,8,3,relu,Dense,32,16,0.1,2,0.276094276,0.971439886,0.072442846,0.124109105,0.793901914,0.98989899,0.194444444,0.005,1,svae,statlog-satimage,Better,,,,
32,8,3,relu,Dense,32,16,0.1,2,0.389324961,0.960044263,0.083102436,0.133797534,0.791890191,1,0.21031746,0.005,1,svae,statlog-satimage,Better,,,,
32,8,3,relu,Dense,32,16,0.1,2,0.275630252,0.934441023,0.084009089,0.177334923,0.729562664,0.984126984,0.123015873,0.005,1,svae,statlog-satimage,Better,,,,
32,8,3,relu,Dense,32,16,0.1,3,0.392344498,0.940906683,0.083915246,0.13407578,0.802186127,1,0.119047619,0.005,1,svae,statlog-satimage,Better,0.955795362,0.015891915,0.773377928,0.030209462
32,8,3,relu,Dense,32,16,0.1,3,0.386075949,0.965473707,0.089387226,0.151807583,0.765243835,1,0.166666667,0.005,1,svae,statlog-satimage,Better,,,,
32,8,3,relu,Dense,32,16,0.1,3,0.364217252,0.93585392,0.079941952,0.169803762,0.716923858,1,0.097222222,0.005,1,svae,statlog-satimage,Better,,,,
32,8,3,relu,Dense,32,16,0.1,3,0.68134715,0.972954887,0.086181366,0.143496044,0.807100912,0.968085106,0.180555556,0.005,1,svae,statlog-satimage,Better,,,,
32,8,3,relu,Dense,32,16,0.1,3,0.531791908,0.960527187,0.088625524,0.143829134,0.785714286,1,0.146825397,0.005,1,svae,statlog-satimage,Better,,,,
32,8,3,relu,Dense,32,16,0.1,3,0.5,0.970050445,0.08447003,0.147191466,0.762198656,0.98989899,0.194444444,0.005,1,svae,statlog-satimage,Better,,,,
32,8,3,relu,Dense,32,16,0.1,3,0.31627907,0.938914277,0.079765144,0.159442088,0.779056836,0.991304348,0.226190476,0.005,1,svae,statlog-satimage,Better,,,,
32,8,3,relu,Dense,32,16,0.1,3,0.320661157,0.972445747,0.072442846,0.124109105,0.793901914,0.98989899,0.194444444,0.005,1,svae,statlog-satimage,Better,,,,
32,8,3,relu,Dense,32,16,0.1,3,0.419601838,0.964901097,0.083102436,0.133797534,0.791890191,1,0.21031746,0.005,1,svae,statlog-satimage,Better,,,,
32,8,3,relu,Dense,32,16,0.1,3,0.515850144,0.935925668,0.084009089,0.177334923,0.729562664,0.984126984,0.123015873,0.005,1,svae,statlog-satimage,Better,,,,
32,8,3,relu,Dense,32,16,0.1,4,0.53314121,0.962228459,0.083915246,0.13407578,0.802186127,1,0.119047619,0.005,1,svae,statlog-satimage,Better,0.959847231,0.013097946,0.773377928,0.030209462
32,8,3,relu,Dense,32,16,0.1,4,0.404907975,0.954245038,0.089387226,0.151807583,0.765243835,1,0.166666667,0.005,1,svae,statlog-satimage,Better,,,,
32,8,3,relu,Dense,32,16,0.1,4,0.422492401,0.939405479,0.079941952,0.169803762,0.716923858,1,0.097222222,0.005,1,svae,statlog-satimage,Better,,,,
32,8,3,relu,Dense,32,16,0.1,4,0.659630607,0.97864097,0.086181366,0.143496044,0.807100912,0.968085106,0.180555556,0.005,1,svae,statlog-satimage,Better,,,,
32,8,3,relu,Dense,32,16,0.1,4,0.638069705,0.962932148,0.088625524,0.143829134,0.785714286,1,0.146825397,0.005,1,svae,statlog-satimage,Better,,,,
32,8,3,relu,Dense,32,16,0.1,4,0.547486034,0.965996644,0.08447003,0.147191466,0.762198656,0.98989899,0.194444444,0.005,1,svae,statlog-satimage,Better,,,,
32,8,3,relu,Dense,32,16,0.1,4,0.497191011,0.953327483,0.079765144,0.159442088,0.779056836,0.991304348,0.226190476,0.005,1,svae,statlog-satimage,Better,,,,
32,8,3,relu,Dense,32,16,0.1,4,0.492625369,0.959275725,0.072442846,0.124109105,0.793901914,0.98989899,0.194444444,0.005,1,svae,statlog-satimage,Better,,,,
32,8,3,relu,Dense,32,16,0.1,4,0.486803519,0.979126653,0.083102436,0.133797534,0.791890191,1,0.21031746,0.005,1,svae,statlog-satimage,Better,,,,
32,8,3,relu,Dense,32,16,0.1,4,0.480825959,0.943293706,0.084009089,0.177334923,0.729562664,0.984126984,0.123015873,0.005,1,svae,statlog-satimage,Better,,,,
32,8,3,relu,Dense,32,16,0.1,5,0.604137931,0.959870411,0.083915246,0.13407578,0.802186127,1,0.119047619,0.005,1,svae,statlog-satimage,Better,0.953450698,0.019436252,0.773377928,0.030209462
32,8,3,relu,Dense,32,16,0.1,5,0.481049563,0.944750756,0.089387226,0.151807583,0.765243835,1,0.166666667,0.005,1,svae,statlog-satimage,Better,,,,
32,8,3,relu,Dense,32,16,0.1,5,0.444771723,0.946166413,0.079941952,0.169803762,0.716923858,1,0.097222222,0.005,1,svae,statlog-satimage,Better,,,,
32,8,3,relu,Dense,32,16,0.1,5,0.703939009,0.977113551,0.086181366,0.143496044,0.807100912,0.968085106,0.180555556,0.005,1,svae,statlog-satimage,Better,,,,
32,8,3,relu,Dense,32,16,0.1,5,0.736972705,0.961059783,0.088625524,0.143829134,0.785714286,1,0.146825397,0.005,1,svae,statlog-satimage,Better,,,,
32,8,3,relu,Dense,32,16,0.1,5,0.621761658,0.957397841,0.08447003,0.147191466,0.762198656,0.98989899,0.194444444,0.005,1,svae,statlog-satimage,Better,,,,
32,8,3,relu,Dense,32,16,0.1,5,0.511888112,0.921890523,0.079765144,0.159442088,0.779056836,0.991304348,0.226190476,0.005,1,svae,statlog-satimage,Better,,,,
32,8,3,relu,Dense,32,16,0.1,5,0.580555556,0.959351613,0.072442846,0.124109105,0.793901914,0.98989899,0.194444444,0.005,1,svae,statlog-satimage,Better,,,,
32,8,3,relu,Dense,32,16,0.1,5,0.634920635,0.981432269,0.083102436,0.133797534,0.791890191,1,0.21031746,0.005,1,svae,statlog-satimage,Better,,,,
32,8,3,relu,Dense,32,16,0.1,5,0.49122807,0.925473817,0.084009089,0.177334923,0.729562664,0.984126984,0.123015873,0.005,1,svae,statlog-satimage,Better,,,,
32,8,3,relu,Dense,32,16,0.1,1,0.36918138,0.953749696,0.078662657,0.127677946,0.865714065,1,0.160714286,0.01,1,svae,statlog-satimage,Better,0.947622083,0.023443304,0.859905319,0.015259425
32,8,3,relu,Dense,32,16,0.1,1,0.403149606,0.961726218,0.095762408,0.132067876,0.864419829,0.986577181,0.291666667,0.01,1,svae,statlog-satimage,Better,,,,
32,8,3,relu,Dense,32,16,0.1,1,0.183123878,0.966316754,0.074328901,0.131920004,0.876131422,1,0.18452381,0.01,1,svae,statlog-satimage,Better,,,,
32,8,3,relu,Dense,32,16,0.1,1,0.115241636,0.935373755,0.08157461,0.144823702,0.847712045,0.9875,0.313492063,0.01,1,svae,statlog-satimage,Better,,,,
32,8,3,relu,Dense,32,16,0.1,1,0.05019305,0.921484867,0.075400908,0.1238867,0.885444952,1,0.25,0.01,1,svae,statlog-satimage,Better,,,,
32,8,3,relu,Dense,32,16,0.1,1,0.147058824,0.94827748,0.081996124,0.116550457,0.859830673,0.986111111,0.140873016,0.01,1,svae,statlog-satimage,Better,,,,
32,8,3,relu,Dense,32,16,0.1,1,0.105065666,0.897824359,0.08463993,0.145255369,0.855916231,1,0.208333333,0.01,1,svae,statlog-satimage,Better,,,,
32,8,3,relu,Dense,32,16,0.1,1,0.305369128,0.951140528,0.08005913,0.120556766,0.837075303,1,0.206349206,0.01,1,svae,statlog-satimage,Better,,,,
32,8,3,relu,Dense,32,16,0.1,1,0.257731959,0.967139104,0.078337454,0.133269911,0.840069431,1,0.18452381,0.01,1,svae,statlog-satimage,Better,,,,
32,8,3,relu,Dense,32,16,0.1,1,0.139963168,0.97318807,0.088144192,0.134046539,0.866739243,0.991150442,0.222222222,0.01,1,svae,statlog-satimage,Better,,,,
32,8,3,relu,Dense,32,16,0.1,2,0.39184953,0.883956167,0.078662657,0.127677946,0.865714065,1,0.160714286,0.01,1,svae,statlog-satimage,Better,0.924676303,0.05277017,0.859905319,0.015259425
32,8,3,relu,Dense,32,16,0.1,2,0.513043478,0.95740612,0.095762408,0.132067876,0.864419829,0.986577181,0.291666667,0.01,1,svae,statlog-satimage,Better,,,,
32,8,3,relu,Dense,32,16,0.1,2,0.326797386,0.969142548,0.074328901,0.131920004,0.876131422,1,0.18452381,0.01,1,svae,statlog-satimage,Better,,,,
32,8,3,relu,Dense,32,16,0.1,2,0.248275862,0.932374109,0.08157461,0.144823702,0.847712045,0.9875,0.313492063,0.01,1,svae,statlog-satimage,Better,,,,
32,8,3,relu,Dense,32,16,0.1,2,0.083333333,0.827201581,0.075400908,0.1238867,0.885444952,1,0.25,0.01,1,svae,statlog-satimage,Worse,,,,
32,8,3,relu,Dense,32,16,0.1,2,0.333868379,0.93775112,0.081996124,0.116550457,0.859830673,0.986111111,0.140873016,0.01,1,svae,statlog-satimage,Better,,,,
32,8,3,relu,Dense,32,16,0.1,2,0.15018315,0.849396759,0.08463993,0.145255369,0.855916231,1,0.208333333,0.01,1,svae,statlog-satimage,Worse,,,,
32,8,3,relu,Dense,32,16,0.1,2,0.323432343,0.944779732,0.08005913,0.120556766,0.837075303,1,0.206349206,0.01,1,svae,statlog-satimage,Better,,,,
32,8,3,relu,Dense,32,16,0.1,2,0.341463415,0.97134882,0.078337454,0.133269911,0.840069431,1,0.18452381,0.01,1,svae,statlog-satimage,Better,,,,
32,8,3,relu,Dense,32,16,0.1,2,0.38658147,0.973406075,0.088144192,0.134046539,0.866739243,0.991150442,0.222222222,0.01,1,svae,statlog-satimage,Better,,,,
32,8,3,relu,Dense,32,16,0.1,3,0.478915663,0.894881284,0.078662657,0.127677946,0.865714065,1,0.160714286,0.01,1,svae,statlog-satimage,Better,0.925286305,0.037011086,0.859905319,0.015259425
32,8,3,relu,Dense,32,16,0.1,3,0.56557377,0.948691414,0.095762408,0.132067876,0.864419829,0.986577181,0.291666667,0.01,1,svae,statlog-satimage,Better,,,,
32,8,3,relu,Dense,32,16,0.1,3,0.377535101,0.969034925,0.074328901,0.131920004,0.876131422,1,0.18452381,0.01,1,svae,statlog-satimage,Better,,,,
32,8,3,relu,Dense,32,16,0.1,3,0.416796267,0.953556527,0.08157461,0.144823702,0.847712045,0.9875,0.313492063,0.01,1,svae,statlog-satimage,Better,,,,
32,8,3,relu,Dense,32,16,0.1,3,0.161290323,0.883386317,0.075400908,0.1238867,0.885444952,1,0.25,0.01,1,svae,statlog-satimage,Worse,,,,
32,8,3,relu,Dense,32,16,0.1,3,0.368503937,0.929603506,0.081996124,0.116550457,0.859830673,0.986111111,0.140873016,0.01,1,svae,statlog-satimage,Better,,,,
32,8,3,relu,Dense,32,16,0.1,3,0.196428571,0.856786873,0.08463993,0.145255369,0.855916231,1,0.208333333,0.01,1,svae,statlog-satimage,Better,,,,
32,8,3,relu,Dense,32,16,0.1,3,0.38612368,0.91753317,0.08005913,0.120556766,0.837075303,1,0.206349206,0.01,1,svae,statlog-satimage,Better,,,,
32,8,3,relu,Dense,32,16,0.1,3,0.362790698,0.935118496,0.078337454,0.133269911,0.840069431,1,0.18452381,0.01,1,svae,statlog-satimage,Better,,,,
32,8,3,relu,Dense,32,16,0.1,3,0.450832073,0.964270537,0.088144192,0.134046539,0.866739243,0.991150442,0.222222222,0.01,1,svae,statlog-satimage,Better,,,,
32,8,3,relu,Dense,32,16,0.1,4,0.551136364,0.905512506,0.078662657,0.127677946,0.865714065,1,0.160714286,0.01,1,svae,statlog-satimage,Better,0.938530008,0.029827972,0.859905319,0.015259425
32,8,3,relu,Dense,32,16,0.1,4,0.621231979,0.956353346,0.095762408,0.132067876,0.864419829,0.986577181,0.291666667,0.01,1,svae,statlog-satimage,Better,,,,
32,8,3,relu,Dense,32,16,0.1,4,0.407407407,0.967445416,0.074328901,0.131920004,0.876131422,1,0.18452381,0.01,1,svae,statlog-satimage,Better,,,,
32,8,3,relu,Dense,32,16,0.1,4,0.453857791,0.941969115,0.08157461,0.144823702,0.847712045,0.9875,0.313492063,0.01,1,svae,statlog-satimage,Better,,,,
32,8,3,relu,Dense,32,16,0.1,4,0.191489362,0.927219242,0.075400908,0.1238867,0.885444952,1,0.25,0.01,1,svae,statlog-satimage,Better,,,,
32,8,3,relu,Dense,32,16,0.1,4,0.518518519,0.958126366,0.081996124,0.116550457,0.859830673,0.986111111,0.140873016,0.01,1,svae,statlog-satimage,Better,,,,
32,8,3,relu,Dense,32,16,0.1,4,0.304347826,0.882384595,0.08463993,0.145255369,0.855916231,1,0.208333333,0.01,1,svae,statlog-satimage,Better,,,,
32,8,3,relu,Dense,32,16,0.1,4,0.493793103,0.914390026,0.08005913,0.120556766,0.837075303,1,0.206349206,0.01,1,svae,statlog-satimage,Better,,,,
32,8,3,relu,Dense,32,16,0.1,4,0.427972028,0.96526536,0.078337454,0.133269911,0.840069431,1,0.18452381,0.01,1,svae,statlog-satimage,Better,,,,
32,8,3,relu,Dense,32,16,0.1,4,0.474926254,0.966634104,0.088144192,0.134046539,0.866739243,0.991150442,0.222222222,0.01,1,svae,statlog-satimage,Better,,,,
32,8,3,relu,Dense,32,16,0.1,5,0.623306233,0.92710748,0.078662657,0.127677946,0.865714065,1,0.160714286,0.01,1,svae,statlog-satimage,Better,0.948863611,0.017577358,0.859905319,0.015259425
32,8,3,relu,Dense,32,16,0.1,5,0.652005175,0.95176281,0.095762408,0.132067876,0.864419829,0.986577181,0.291666667,0.01,1,svae,statlog-satimage,Better,,,,
32,8,3,relu,Dense,32,16,0.1,5,0.531073446,0.969722057,0.074328901,0.131920004,0.876131422,1,0.18452381,0.01,1,svae,statlog-satimage,Better,,,,
32,8,3,relu,Dense,32,16,0.1,5,0.44047619,0.952408548,0.08157461,0.144823702,0.847712045,0.9875,0.313492063,0.01,1,svae,statlog-satimage,Better,,,,
32,8,3,relu,Dense,32,16,0.1,5,0.441400304,0.957297117,0.075400908,0.1238867,0.885444952,1,0.25,0.01,1,svae,statlog-satimage,Better,,,,
32,8,3,relu,Dense,32,16,0.1,5,0.690265487,0.958338852,0.081996124,0.116550457,0.859830673,0.986111111,0.140873016,0.01,1,svae,statlog-satimage,Better,,,,
32,8,3,relu,Dense,32,16,0.1,5,0.330033003,0.914481091,0.08463993,0.145255369,0.855916231,1,0.208333333,0.01,1,svae,statlog-satimage,Better,,,,
32,8,3,relu,Dense,32,16,0.1,5,0.514685315,0.935540709,0.08005913,0.120556766,0.837075303,1,0.206349206,0.01,1,svae,statlog-satimage,Better,,,,
32,8,3,relu,Dense,32,16,0.1,5,0.462380301,0.965272259,0.078337454,0.133269911,0.840069431,1,0.18452381,0.01,1,svae,statlog-satimage,Better,,,,
32,8,3,relu,Dense,32,16,0.1,5,0.509090909,0.95670519,0.088144192,0.134046539,0.866739243,0.991150442,0.222222222,0.01,1,svae,statlog-satimage,Better,,,,
32,8,3,relu,Dense,32,16,0.1,1,0.15018315,0.852021105,0.082546702,0.104075436,0.933356514,0.988372093,0.168650794,0.05,1,svae,statlog-satimage,Worse,0.920053894,0.061853084,0.939064397,0.00958551
32,8,3,relu,Dense,32,16,0.1,1,0.166969147,0.973864163,0.093834313,0.108824753,0.942122271,0.942307692,0.097222222,0.05,1,svae,statlog-satimage,Better,,,,
32,8,3,relu,Dense,32,16,0.1,1,0.11588785,0.941422721,0.080887149,0.096277404,0.937704208,1,0.146825397,0.05,1,svae,statlog-satimage,Better,,,,
32,8,3,relu,Dense,32,16,0.1,1,0.007905138,0.796293077,0.097816952,0.112383961,0.936462404,0.965517241,0.166666667,0.05,1,svae,statlog-satimage,Worse,,,,
32,8,3,relu,Dense,32,16,0.1,1,0.08365019,0.976046979,0.078180558,0.089126564,0.950543082,0.982142857,0.109126984,0.05,1,svae,statlog-satimage,Better,,,,
32,8,3,relu,Dense,32,16,0.1,1,0.122905028,0.947024637,0.080005219,0.092808422,0.948542398,0.939393939,0.123015873,0.05,1,svae,statlog-satimage,Worse,,,,
32,8,3,relu,Dense,32,16,0.1,1,0.119180633,0.943313023,0.071807446,0.095730012,0.931807018,0.984848485,0.128968254,0.05,1,svae,statlog-satimage,Better,,,,
